Catalogue_Num,Pit,Bin,Level_min,Level_max,Drawer,Higher_Classification,Family,Genus,Element,NISP,Details,Notes,Quadrant,GMM?,TeethCorrosion
41229-29040,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,dentary,1,1R,,75,,shaft
41229-29041,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,dentary,1,1R,,50,,crown
41229-29042,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,dentary,1,1R,,75,,crown
41229-29049,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,burned,50,,none
41229-29050,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,dentary,1,1R,,100,,crown
41229-29051,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29052,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,dentary,1,1R,,100,,none
41229-29053,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,dentary,1,1R,burned,75,,none
41229-29055,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,dentary,1,1R,,50,,shaft
41229-29180,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,75,,none
41229-25622,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29195,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-29196,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29197,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29198,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29199,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29200,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29201,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,25,,shaft
41229-29202,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,some teeth covered in travertine,25,,none
41229-29203,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,25,,crown
41229-29204,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,burned,25,,crown
41229-29205,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,25,,crown
41229-29206,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,25,,crown
41229-29207,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,50,,crown
41229-29208,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,50,,shaft
41229-29209,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,100,,crown
41229-29210,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,100,,shaft
41229-29211,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,100,,shaft
41229-25624,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,dentary,1,1R,,25,,shaft
41229-25727,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,50,,none
41229-29253,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,75,,none
41229-29254,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,burned,100,,none
41229-29058,1D/E,15,210,215,2.00E+04,lizard,Scincidae,cf. Plestiodon,dentary,1,1R,,75,,crown
41229-25733,1D/E,15,210,215,2.00E+05,lizard,Scincidae,,dentary,1,1R,,75,,shaft
41229-29214,1D/E,15,210,215,2.00E+05,lizard,,,dentary,1,1R,,25,,shaft
41229-25608,1D/E,15,210,215,2.00E+05,lizard,Scincidae,Eumeces,frontal,1,1R,,75,,
41229-29018,1C,15,210,215,2.00E+04,lizard,,,humerus,1,1R,,75,,
41229-29110,1D/E,15,210,215,2.00E+05,lizard,,,humerus,1,1R,,25,,
41229-29119,1D/E,15,210,215,2.00E+05,lizard,,,humerus,1,1R,,25,,
41229-29120,1D/E,15,210,215,2.00E+05,lizard,,,humerus,1,1R,,100,,
41229-29121,1D/E,15,210,215,2.00E+05,lizard,,,humerus,1,1R,,75,,
41229-29078,1D/E,15,210,215,2.00E+04,lizard,Crotaphytidae,,jugal,1,1R,,75,,
41229-29167,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,jugal,1,1R,,50,,
41229-29019,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,,jugal,1,1R,,100,,
41229-29165,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,jugal,1,1R,,75,,
41229-25606,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,jugal,1,1R,burned,75,,
41229-29168,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,jugal,1,1R,burned,75,,
41229-29020,1C,15,210,215,2.00E+04,lizard,Scincidae,cf. Plestiodon,jugal,1,1R,,75,,
41229-29166,1D/E,15,210,215,2.00E+05,lizard,,,jugal,1,1R,small spur,100,,
41229-25630,1D/E,15,210,215,2.00E+05,lizard,cf. Anguidae,,maxilla,1,1R,,25,,none
41229-29023,1C,15,210,215,2.00E+04,lizard,Crotaphytidae,,maxilla,1,1R,"wide teeth, tricuspid",25,,none
41229-29250,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,maxilla,1,1R,,25,,none
41229-25631,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,maxilla,1,1R,,25,,none
41229-29256,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,maxilla,1,1R,,100,,none
41229-29257,1D/E,15,210,215,2.00E+05,lizard,Crotaphytidae,,maxilla,1,1R,,100,,none
41229-29021,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,,maxilla,1,1R,"tricuspid, slightly eroded tooth crowns",100,,crown
41229-29024,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,none
41229-29084,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,Phrynosoma ,maxilla,1,1R,,50,,shaft
41229-29086,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,none
41229-29087,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,maxilla,1,1R,,100,,none
41229-29088,1D/E,15,210,215,2.00E+04,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,shaft
41229-25627,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,shaft
41229-29229,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,shaft
41229-29230,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,none
41229-29231,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,crown
41229-29232,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,burned,50,,shaft
41229-29233,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,crown
41229-29234,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,none
41229-29235,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,crown
41229-29236,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,none
41229-29237,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,none
41229-29238,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,crown
41229-29239,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,crown
41229-29240,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,shaft
41229-29241,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,25,,crown
41229-29242,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,crown
41229-29243,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,crown
41229-29244,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,crown
41229-29245,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,crown
41229-29246,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma?,maxilla,1,1R,,75,,shaft
41229-29252,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229-25729,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,none
41229-25732,1D/E,15,210,215,2.00E+05,lizard,Scincidae,,maxilla,1,1R,,100,,none
41229-29247,1D/E,15,210,215,2.00E+05,lizard,,,maxilla,1,1R,,25,,crown
41229-29092,1D/E,15,210,215,2.00E+04,lizard,,,pelvis,1,1R,,50,,
41229-29093,1D/E,15,210,215,2.00E+04,lizard,,,pelvis,1,1R,,25,,
41229-29117,1D/E,15,210,215,2.00E+05,lizard,,,pelvis,1,1R,,25,,
41229-29118,1D/E,15,210,215,2.00E+05,lizard,,,pelvis,1,1R,,75,,
41229-29161,1D/E,15,210,215,2.00E+05,lizard,,,pelvis,1,1R,,50,,
41229-25723,1D/E,15,210,215,2.00E+05,lizard,,,pelvis,1,1R,,50,,
41229-29162,1D/E,15,210,215,2.00E+05,lizard,,,prefrontal,1,1R,,100,,
41229-25602,1D/E,15,210,215,2.00E+05,lizard,Anguidae,Ophisaurus,pterygoid,1,1R,,50,,
41229-29163,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,pterygoid,1,1R,,50,,
41229-25582,1D/E,15,210,215,2.00E+05,lizard,Anguidae,Ophisaurus,quadrate,1,1R,,100,,
41229-25585,1D/E,15,210,215,2.00E+05,lizard,Anguidae,Ophisaurus,quadrate,1,1R,,100,,
41229-25586,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma cf. modestum,quadrate,1,1R,,,,
41229-29178,1D/E,15,210,215,2.00E+05,lizard,,,scapulocorocoid,1,1R,,75,,
41229-25607,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,Phrynosoma cf. hernandezi,squamosal,1,1R,"2 short horns, burned",50,,
41229-29030,1C,15,210,215,2.00E+04,lizard,Phrynosomatidae,,surangular_articular,1,1R,,100,,
41229-25797,1D/E,15,215,220,2.00E+06,lizard,Crotaphytidae,,dentary,1,1R,,50,,shaft
41229-29264,1D/E,15,215,220,2.00E+06,lizard,Crotaphytidae,,dentary,1,1R,,50,,none
41229-25793,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,,dentary,1,1R,,100,,crown
41229-29260,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,,dentary,1,1R,,75,,none
41229-29261,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29262,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-29265,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,75,,crown
41229-29284,1D/E,15,215,220,2.00E+06,lizard,,,femur,1,1R,,25,,
41229-29286,1C,15,215,220,2.00E+06,lizard,,,femur,1,1R,,100,,
41229-29273,1D/E,15,215,220,2.00E+06,lizard,,,humerus,1,1R,,50,,
41229-25846,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,Phrynosoma,jugal,1,1R,,100,,
41229-25795,1D/E,15,215,220,2.00E+06,lizard,Crotaphytidae,,maxilla,1,1R,pitted bone,50,,shaft
41229-25847,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,,maxilla,1,1R,,100,,shaft
41229-29274,1D/E,15,215,220,2.00E+06,lizard,Phrynosomatidae,,parietal,1,1R,,50,,
41229-25773,1D/E,15,215,220,2.00E+06,lizard,,,pelvis,1,1R,,50,,
41229-25791,1D/E,15,215,220,2.00E+06,lizard,,,pelvis,1,1R,,75,,
41229-25800,1D/E,15,215,220,2.00E+06,lizard,,,pelvis,1,1R,,50,,
41229-29279,1D/E,15,215,220,2.00E+06,lizard,,,pelvis,1,1R,,25,,
41229-29288,1C,15,215,220,2.00E+06,lizard,,,pelvis,1,1R,,50,,
41229-29289,1C,15,215,220,2.00E+06,lizard,,,pelvis,1,1R,,75,,
41229-29272,1D/E,15,215,220,2.00E+06,lizard,,,quadrate,1,1R,missing part of conch,100,,
41229-29266,1D/E,15,215,220,2.00E+06,lizard,,,scapulocorocoid,1,1R,,100,,
41229-25937,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,burned,75,,shaft
41229-29307,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,burned,25,,crown
41229-29308,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-29309,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-29310,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,100,,crown
41229-29311,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-29312,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-29313,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-25940,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,50,,crown
41229-29328,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,no teeth preserved,75,,
41229-29329,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,100,Yes,shaft
41229-29330,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-29331,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,25,,crown
41229-29332,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,100,,none
41229-29333,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,50,,none
41229-29334,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,dentary,1,1R,,50,,none
41229-26010,1C,15,220,225,2.00E+07,lizard,,,femur,1,1R,,75,,
41229-29337,1C,15,220,225,2.00E+07,lizard,,,femur,1,1R,,75,,
41229-25933,1D/E,15,220,225,2.00E+07,lizard,cf. Crotaphytidae,,frontal,1,1R,,100,,
41229-10884,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,"""Phrynosoma douglassi""",frontal,1,1R,,25,,
41229-26008,1C,15,220,225,2.00E+07,lizard,Scincidae,cf. Plestiodon,frontal,1,1R,,100,,
41229-26009,1C,15,220,225,2.00E+07,lizard,,,humerus,1,1R,,100,,
41229-29340,1C,15,220,225,2.00E+07,lizard,,,humerus,1,1R,,100,,
41229-25942,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,75,,shaft
41229-29322,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229-26012,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,maxilla,1,1R,,50,,none
41229-25943,1D/E,15,220,225,2.00E+07,lizard,Scincidae,,maxilla,1,1R,,25,,none
41229-25944,1D/E,15,220,225,2.00E+07,lizard,Scincidae,,maxilla,1,1R,,25,,none
41229-29343,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,parietal,1,1R,,50,,
41229-29344,1C,15,220,225,2.00E+07,lizard,Phrynosomatidae,,parietal,1,1R,,50,,
41229-29303,1D/E,15,220,225,2.00E+07,lizard,,,pelvis,1,1R,,75,,
41229-29325,1D/E,15,220,225,2.00E+07,lizard,,,scapulocorocoid,1,1R,,100,,
41229-29345,1C,15,220,225,2.00E+07,lizard,,,scapulocorocoid,1,1R,,75,,
41229-29346,1C,15,220,225,2.00E+07,lizard,,,scapulocorocoid,1,1R,,100,,
41229-10885,1D/E,15,220,225,2.00E+07,lizard,Phrynosomatidae,"""Phrynosoma douglassi""",squamosal,1,1R,3 short horns,75,,
41229-26107,1D/E,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,burned,25,,none
41229-29372,1D/E,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,50,,none
41229-29373,1D/E,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,75,,crown
41229-26186,1C,16,225,230,2.00E+08,lizard,Phrynosomatidae,,dentary,1,1R,,50,,shaft
41229-26189,1C,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,highly coroded bone,50,,shaft
41229-29352,1D/E,16,225,230,2.00E+08,lizard,,,femur,1,1R,,75,,
41229-29375,1C,16,225,230,2.00E+08,lizard,,,femur,1,1R,burned,75,,
41229-29376,1C,16,225,230,2.00E+08,lizard,,,femur,1,1R,,100,,
41229-26105,1D/E,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,75,,none
41229-29368,1D/E,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229-29369,1D/E,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229-29370,1D/E,16,225,230,2.00E+08,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,75,,shaft
41229-29349,1D/E,16,225,230,2.00E+08,lizard,,,pelvis,1,1R,,75,,
41229-29377,1C,16,225,230,2.00E+08,lizard,,,pelvis,1,1R,,50,,
41229-29374,1D/E,16,225,230,2.00E+08,lizard,,,scapulocorocoid,1,1R,,100,,
41229-26190,1C,16,225,230,2.00E+08,lizard,Phrynosomatidae,,surangular_articular,1,1R,,75,,
41229-29395,1C,16,230,235,2.00E+10,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,50,,none
41229-29398,1C,16,230,235,2.00E+10,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-29399,1C,16,230,235,2.00E+10,lizard,Phrynosomatidae,,dentary,1,1R,,75,,none
41229-29400,1C,16,230,235,2.00E+10,lizard,Phrynosomatidae,,dentary,1,1R,,100,,crown
41229-26266,1C,16,230,235,2.00E+09,lizard,,,femur,1,1R,,75,,
41229-26292,1C,16,230,235,2.00E+10,lizard,,,femur,1,1R,,100,,
41229-29390,1C,16,230,235,2.00E+10,lizard,,,humerus,1,1R,,100,,
41229-26269,1C,16,230,235,2.00E+09,lizard,Phrynosomatidae,,jugal,1,1R,,100,,
41229-29397,1C,16,230,235,2.00E+10,lizard,Phrynosomatidae,,maxilla,1,1R,,75,,none
41229-26264,1C,16,230,235,2.00E+09,lizard,Phrynosomatidae,,parietal,2,1R,,50,,
41229-26215,1D/E,16,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma cf. hernandezi,parietal,1,1R,short horn,25,,
41229-26294,1C,16,230,235,2.00E+10,lizard,Phrynosomatidae,,parietal,1,1R,,50,,
41229-26219,1D/E,16,230,235,2.00E+09,lizard,,,pelvis,1,1R,,25,,
41229-26213,1D/E,16,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma cf. hernandezi,squamosal,1,1R,"2 med horns, burned",75,,
41229-29383,1D/E,16,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma cf. hernandezi,squamosal,1,1R,3 short horns,75,,
41229-29384,1D/E,16,230,235,2.00E+09,lizard,Phrynosomatidae,Phrynosoma cf. hernandezi,squamosal,1,1R,2 short horns,50,,
41229-26299,1C,16,230,235,2.00E+10,lizard,,,surangular_articular,1,1R,,75,,
41229-26328,1C,16,235,240,2.00E+10,lizard,Phrynosomatidae,,dentary,1,1R,,75,Yes,shaft
41229-26330,1C,16,235,240,2.00E+10,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,75,,none
41229-29403,1C,16,235,240,2.00E+10,lizard,,,femur,1,1R,,100,,
41229-26335,1C,16,235,240,2.00E+10,lizard,,,humerus,1,1R,,100,,
41229-26337,1C,16,235,240,2.00E+10,lizard,,,humerus,1,1R,,100,,
41229-29402,1C,16,235,240,2.00E+10,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,75,,none
41229-26329,1C,16,235,240,2.00E+10,lizard,Phrynosomatidae,,maxilla,1,1R,covered in travertine,75,,none
41229-29409,1D,16,235,240,2.00E+10,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229-26403,?,16,235,240,2.00E+10,lizard,Phrynosomatidae,Phrynosoma,prefrontal,1,1R,,75,,
41229-26340,1C,16,235,240,2.00E+10,lizard,,,scapulocorocoid,1,1R,,100,,
41229-5995,1C,16,235,240,2.00E+10,lizard,Phrynosomatidae,Phrynosoma cf. hernandezi,squamosal,1,1R,3 short horns,75,,
41229-29411,1D,17,240,245,2.00E+11,lizard,,,humerus,1,1R,,100,,
41229-26458,1C,17,240,245,2.00E+11,lizard,,,pelvis,1,1R,,50,,
41229-26459,1C,17,240,245,2.00E+11,lizard,,,pelvis,1,1R,,25,,
41229-26414,1D,17,240,245,2.00E+11,lizard,,,scapulocorocoid,1,1R,,50,,
41229-26492,1C,17,245,250,2.00E+12,lizard,,,femur,1,1R,,100,,
41229-26493,1C,17,245,250,2.00E+12,lizard,,,femur,1,1R,,50,,
41229-29415,1C,17,245,250,2.00E+12,lizard,,,femur,1,1R,,25,,
41229-29414,1C,17,245,250,2.00E+12,lizard,,,pelvis,1,1R,,50,,
41229-26495,1C,17,245,250,2.00E+12,lizard,,,pelvis,1,1R,,50,,
41229-29416,1C,17,250,255,2.00E+12,lizard,Phrynosomatidae,,dentary,1,1R,,75,,shaft
41229-26529,1C,17,250,255,2.00E+12,lizard,,,femur,1,1R,,100,,
41229-29419,1C,17,250,255,2.00E+12,lizard,,,humerus,1,1R,,75,,
41229-26539,1C,17,250,255,2.00E+12,lizard,Phrynosomatidae,,pterygoid,1,1R,,50,,
41229-29417,1C,17,250,255,2.00E+12,lizard,,,scapulocorocoid,1,1R,,100,,
41229-26537,1C,17,250,255,2.00E+12,lizard,,,surangular_articular,1,1R,,100,,
41229-26575,1D,18,255,260,2.00E+13,lizard,Phrynosomatidae,Phrynosoma,dentary,1,1R,,50,,none
41229-26624,1C,18,255,260,2.00E+13,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-26626,1C,18,255,260,2.00E+13,lizard,,,femur,1,1R,burned,75,,
41229-26628,1C,18,255,260,2.00E+13,lizard,Phrynosomatidae,,parietal,1,1R,,50,,
41229-26596,1D,18,260,265,2.00E+13,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229-26598,1D,18,260,265,2.00E+13,lizard,,,quadrate,1,1R,,100,,
41229-26688,1D,19,275,280,2.00E+14,lizard,Phrynosomatidae,Phrynosoma,maxilla,1,1R,,100,,none
41229-26692,1D,19,275,280,2.00E+14,lizard,Phrynosomatidae,Phrynosoma,prefrontal,1,1R,,100,,
41229-26715,1D,19,280,285,2.00E+15,lizard,Phrynosomatidae,,maxilla,1,1R,covered in travertine,100,,shaft
41229-26716,1D,19,280,285,2.00E+15,lizard,Phrynosomatidae,Phrynosoma,prefrontal,1,1R,,100,,
41229-29421,1D,20,285,290,2.00E+15,lizard,,,humerus,1,1R,,100,,
41229-26746,1D,20,290,295,2.00E+15,lizard,Phrynosomatidae,Phrynosoma,surangular_articular,1,1R,,75,,
41229-26765,1E,20,295,300,2.00E+15,lizard,Phrynosomatidae,,dentary,1,1R,,75,,crown
41229-26753,1D,20,295,300,2.00E+15,lizard,,,femur,1,1R,,50,,
41229-26752,1D,20,295,300,2.00E+15,lizard,,,humerus,1,1R,,100,,
41229-29063,1D/E,15,210,215,2.00E+04,lizard,,,femur,21,21L,,100,,
41229-28139,1E,10,140,145,2C9,lizard,,,humerus,2,2L,,100,,
41229-28410,1B,11,155,160,2D3,lizard,,,humerus,2,2L,,100,,
41229-28858,1D/E,14,200,205,2.00E+01,lizard,,,pelvis,2,2L,,50,,
41229-28861,1D/E,14,200,205,2.00E+01,lizard,,,pelvis,2,2L,,25,,
41229-28954,1D/E,14,205,210,2.00E+03,lizard,,,humerus,2,2L,,25,,
41229-28979,1D/E,14,205,210,2.00E+03,lizard,,,pelvis,2,2L,,25,,
41229-29013,1C,15,210,215,2.00E+04,lizard,,,femur,2,2L,,75,,
41229-25567,1D/E,15,210,215,2.00E+05,lizard,,,femur,2,2L,,75,,
41229-29111,1D/E,15,210,215,2.00E+05,lizard,,,femur,2,2L,,50,,
41229-29106,1D/E,15,210,215,2.00E+05,lizard,,,humerus,2,2L,,75,,
41229-29107,1D/E,15,210,215,2.00E+05,lizard,,,humerus,2,2L,,50,,
41229-25583,1D/E,15,210,215,2.00E+05,lizard,,,braincase,2,2L,otooccipital,,,
41229-29027,1C,15,210,215,2.00E+04,lizard,,,pelvis,2,2L,,50,,
41229-29124,1D/E,15,210,215,2.00E+05,lizard,,,scapulocorocoid,2,2L,,50,,
41229-25617,1D/E,15,210,215,2.00E+05,lizard,,,scapulocorocoid,2,2L,,75,,
41229-29169,1D/E,15,210,215,2.00E+05,lizard,Phrynosomatidae,,surangular_articular,2,2L,,75,,
41229-25854,1D/E,15,215,220,2.00E+06,lizard,,,femur,2,2L,,25,,
41229-29281,1D/E,15,215,220,2.00E+06,lizard,,,femur,2,2L,,50,,
41229-29282,1D/E,15,215,220,2.00E+06,lizard,,,femur,2,2L,,75,,
41229-29283,1D/E,15,215,220,2.00E+06,lizard,,,femur,2,2L,,100,,
41229-25900,1C,15,215,220,2.00E+06,lizard,,,femur,2,2L,,100,,
41229-25849,1D/E,15,215,220,2.00E+06,lizard,,,pelvis,2,2L,,50,,
41229-29324,1D/E,15,220,225,2.00E+07,lizard,,,scapulocorocoid,2,2L,,75,,
41229-26029,1C,15,220,225,2.00E+07,lizard,,,scapulocorocoid,2,2L,,75,,
41229-26182,1C,16,225,230,2.00E+08,lizard,,,femur,2,2L,,100,,
41229-26096,1D/E,16,225,230,2.00E+08,lizard,,,humerus,2,2L,1 burned,100,,
41229-26297,1C,16,230,235,2.00E+10,lizard,,,pelvis,2,2L,,50,,
41229-26334,1C,16,235,240,2.00E+10,lizard,,,pelvis,2,2L,,50,,
41229-27960,1D/E,9,130,135,2C6,lizard,,,pelvis,2,2R,,75,,
41229-28495,1E,11,160,165,2D6,lizard,,,femur,2,2R,,100,,
41229-28798,1D/E,14,200,205,2.00E+01,lizard,,,femur,2,2R,,75,,
41229-28859,1D/E,14,200,205,2.00E+01,lizard,,,pelvis,2,2R,,50,,
41229-28862,1D/E,14,200,205,2.00E+01,lizard,,,pelvis,2,2R,,25,,
41229-28873,1D/E,14,200,205,2.00E+01,lizard,,,scapulocorocoid,2,2R,,50,,
